data,setmana_epidemiologica,any,nom_regio,grup_edat,casos_escarlatina,tasa_casos
01/04/2019,14,2019,Catalunya Central,3 i 4,2,0.006993006993006993
01/04/2019,14,2019,Catalunya Central,5 a 9,6,0.0017381228273464658
01/04/2019,14,2019,Girona,1 i 2,2,0.005076142131979695
01/04/2019,14,2019,Girona,3 i 4,5,0.0032530904359141183
01/04/2019,14,2019,Girona,5 a 9,2,0.0009775171065493646
01/04/2019,14,2019,Penedès,3 i 4,4,0.004819277108433735
01/04/2019,14,2019,Penedès,5 a 9,1,0.0013986013986013986
01/04/2019,14,2019,Terres de l'Ebre,5 a 9,1,0.002840909090909091
01/04/2020,14,2020,Barcelona Ciutat,10 a 14,1,0.0021691973969631237
01/04/2020,14,2020,Barcelona Metropolitana Nord,1 i 2,1,0.0030959752321981426
01/04/2020,14,2020,Barcelona Metropolitana Nord,3 i 4,1,0.006493506493506494
01/04/2021,13,2021,Barcelona Ciutat,3 i 4,1,0.005291005291005291
01/04/2021,13,2021,Barcelona Metropolitana Sud,5 a 9,1,0.001451378809869376
01/04/2021,13,2021,Girona,5 a 9,1,0.002242152466367713
01/04/2021,13,2021,Terres de l'Ebre,3 i 4,1,0.0038461538461538464
01/04/2022,13,2022,Barcelona Ciutat,3 i 4,3,0.004901960784313725
01/04/2022,13,2022,Barcelona Ciutat,30 a 34,1,0.000630119722747322
01/04/2022,13,2022,Barcelona Ciutat,5 a 9,1,0.0013175230566534915
01/04/2022,13,2022,Barcelona Metropolitana Nord,5 a 9,1,0.0033003300330033004
01/04/2022,13,2022,Barcelona Metropolitana Sud,3 i 4,1,0.0029850746268656717
01/04/2022,13,2022,Camp de Tarragona,3 i 4,1,0.010416666666666666
01/04/2022,13,2022,Camp de Tarragona,5 a 9,1,0.002857142857142857
01/04/2022,13,2022,Catalunya Central,5 a 9,1,0.0020325203252032522
01/04/2022,13,2022,Lleida,15 a 19,1,0.001838235294117647
01/04/2022,13,2022,Penedès,3 i 4,2,0.004640371229698376
01/04/2023,13,2023,Barcelona Ciutat,3 i 4,2,0.005
01/04/2023,13,2023,Barcelona Ciutat,5 a 9,1,0.00196078431372549
01/04/2023,13,2023,Barcelona Metropolitana Nord,1 i 2,1,0.002631578947368421
01/04/2023,13,2023,Barcelona Metropolitana Nord,3 i 4,4,0.005633802816901409
01/04/2023,13,2023,Barcelona Metropolitana Nord,5 a 9,3,0.001989389920424403
01/04/2023,13,2023,Barcelona Metropolitana Sud,3 i 4,1,0.003367003367003367
01/04/2023,13,2023,Barcelona Metropolitana Sud,5 a 9,2,0.0019138755980861245
01/04/2023,13,2023,Camp de Tarragona,3 i 4,1,0.007633587786259542
01/04/2023,13,2023,Camp de Tarragona,5 a 9,1,0.0016666666666666668
01/04/2023,13,2023,Catalunya Central,3 i 4,1,0.00819672131147541
01/04/2023,13,2023,Girona,1 i 2,1,0.003215434083601286
01/04/2023,13,2023,Girona,3 i 4,3,0.003703703703703704
01/04/2023,13,2023,Girona,5 a 9,1,0.0006854009595613434
01/04/2023,13,2023,Lleida,5 a 9,2,0.0016906170752324597
01/04/2023,13,2023,Terres de l'Ebre,5 a 9,1,0.006369426751592357
01/04/2024,14,2024,Barcelona Ciutat,3 i 4,1,0.006289308176100629
01/04/2024,14,2024,Barcelona Metropolitana Nord,5 a 9,1,0.002028397565922921
01/04/2024,14,2024,Barcelona Metropolitana Sud,3 i 4,1,0.0044444444444444444
01/04/2024,14,2024,Barcelona Metropolitana Sud,5 a 9,1,0.0011013215859030838
01/04/2024,14,2024,Girona,1 i 2,1,0.005235602094240838
01/04/2024,14,2024,Girona,10 a 14,1,0.0013531799729364006
01/04/2024,14,2024,Penedès,35 a 39,1,0.00141643059490085
01/04/2025,14,2025,Alt Pirineu i Aran,5 a 9,2,0.0045351473922902496
01/04/2025,14,2025,Barcelona Ciutat,1 i 2,1,0.0037593984962406013
01/04/2025,14,2025,Barcelona Ciutat,3 i 4,2,0.005235602094240838
01/04/2025,14,2025,Barcelona Ciutat,5 a 9,4,0.0017196904557179708
01/04/2025,14,2025,Barcelona Metropolitana Nord,1 i 2,1,0.004975124378109453
01/04/2025,14,2025,Barcelona Metropolitana Nord,10 a 14,1,0.0016155088852988692
01/04/2025,14,2025,Barcelona Metropolitana Nord,15 a 19,1,0.0022271714922048997
01/04/2025,14,2025,Barcelona Metropolitana Nord,3 i 4,6,0.0057251908396946565
01/04/2025,14,2025,Barcelona Metropolitana Nord,5 a 9,1,0.0019880715705765406
01/04/2025,14,2025,Barcelona Metropolitana Sud,1 i 2,3,0.005703422053231939
01/04/2025,14,2025,Barcelona Metropolitana Sud,3 i 4,1,0.00641025641025641
01/04/2025,14,2025,Camp de Tarragona,3 i 4,4,0.004944375772558714
01/04/2025,14,2025,Camp de Tarragona,5 a 9,1,0.0013774104683195593
01/04/2025,14,2025,Catalunya Central,1 i 2,1,0.006329113924050633
01/04/2025,14,2025,Catalunya Central,5 a 9,1,0.002242152466367713
01/04/2025,14,2025,Girona,1 i 2,1,0.0033444816053511705
01/04/2025,14,2025,Girona,10 a 14,1,0.0007633587786259542
01/04/2025,14,2025,Girona,15 a 19,1,0.0005717552887364208
01/04/2025,14,2025,Girona,35 a 39,1,0.004784688995215311
01/04/2025,14,2025,Girona,5 a 9,2,0.0027472527472527475
01/04/2025,14,2025,Lleida,3 i 4,1,0.0045662100456621
01/04/2025,14,2025,Penedès,1 i 2,2,0.014184397163120567
01/04/2025,14,2025,Penedès,5 a 9,1,0.002207505518763797
01/05/2016,17,2016,Barcelona Metropolitana Nord,10 a 14,1,0.0015698587127158557
01/05/2016,17,2016,Barcelona Metropolitana Nord,3 i 4,1,0.003246753246753247
01/05/2016,17,2016,Barcelona Metropolitana Sud,1 i 2,1,0.0037593984962406013
01/05/2016,17,2016,Catalunya Central,3 i 4,1,0.004901960784313725
01/05/2016,17,2016,Lleida,3 i 4,2,0.004514672686230248
01/05/2016,17,2016,Penedès,60 a 64,1,0.0011325028312570782
01/05/2017,18,2017,Barcelona Ciutat,5 a 9,1,0.0016129032258064516
01/05/2017,18,2017,Barcelona Metropolitana Nord,3 i 4,1,0.002881844380403458
01/05/2017,18,2017,Barcelona Metropolitana Sud,1 i 2,1,0.0035211267605633804
01/05/2017,18,2017,Barcelona Metropolitana Sud,10 a 14,1,0.0015174506828528073
01/05/2017,18,2017,Camp de Tarragona,1 i 2,1,0.00546448087431694
01/05/2017,18,2017,Camp de Tarragona,10 a 14,1,0.0031645569620253164
01/05/2017,18,2017,Camp de Tarragona,3 i 4,1,0.007633587786259542
01/05/2017,18,2017,Girona,1 i 2,1,0.007633587786259542
01/05/2017,18,2017,Lleida,1 i 2,2,0.009852216748768473
01/05/2017,18,2017,Lleida,5 a 9,1,0.0014771048744460858
01/05/2017,18,2017,Terres de l'Ebre,5 a 9,1,0.0028011204481792717
01/05/2018,18,2018,Girona,1 i 2,1,0.004484304932735426
01/05/2018,18,2018,Girona,5 a 9,1,0.0012970168612191958
01/05/2018,18,2018,Lleida,5 a 9,1,0.0009082652134423251
01/05/2018,18,2018,Terres de l'Ebre,5 a 9,2,0.0016299918500407497
01/05/2019,18,2019,Barcelona Ciutat,10 a 14,1,0.0012315270935960591
01/05/2019,18,2019,Barcelona Metropolitana Nord,5 a 9,1,0.002145922746781116
01/05/2019,18,2019,Barcelona Metropolitana Sud,5 a 9,1,0.0017331022530329288
01/05/2019,18,2019,Camp de Tarragona,3 i 4,1,0.004310344827586207
01/05/2019,18,2019,Girona,3 i 4,1,0.003067484662576687
01/05/2021,17,2021,Barcelona Metropolitana Nord,3 i 4,1,0.005263157894736842
01/05/2021,17,2021,Barcelona Metropolitana Sud,3 i 4,1,0.0049261083743842365
01/05/2022,17,2022,Barcelona Metropolitana Nord,10 a 14,1,0.0011001100110011
01/05/2022,17,2022,Barcelona Metropolitana Sud,5 a 9,1,0.0019083969465648854
01/05/2022,17,2022,Camp de Tarragona,3 i 4,1,0.004016064257028112
01/05/2022,17,2022,Girona,3 i 4,1,0.008771929824561403
01/05/2022,17,2022,Terres de l'Ebre,5 a 9,1,0.0018083182640144665
01/05/2023,18,2023,Barcelona Ciutat,20 a 24,1,0.0023584905660377358
01/05/2023,18,2023,Barcelona Ciutat,3 i 4,3,0.005208333333333333
01/05/2023,18,2023,Barcelona Metropolitana Nord,3 i 4,1,0.0031847133757961785
01/05/2023,18,2023,Barcelona Metropolitana Nord,40 a 44,1,0.0006381620931716656
01/05/2023,18,2023,Barcelona Metropolitana Nord,5 a 9,1,0.001937984496124031
01/05/2023,18,2023,Barcelona Metropolitana Sud,3 i 4,1,0.005917159763313609
01/05/2023,18,2023,Barcelona Metropolitana Sud,5 a 9,1,0.001466275659824047
01/05/2023,18,2023,Camp de Tarragona,10 a 14,1,0.0010526315789473684
01/05/2023,18,2023,Camp de Tarragona,5 a 9,2,0.0014461315979754157
01/05/2023,18,2023,Girona,1 i 2,1,0.0029585798816568047
01/05/2023,18,2023,Girona,3 i 4,1,0.0019047619047619048
01/05/2023,18,2023,Girona,5 a 9,2,0.000944733112895607
01/05/2023,18,2023,Lleida,5 a 9,1,0.002036659877800407
01/05/2023,18,2023,Terres de l'Ebre,1 i 2,1,0.011627906976744186
01/05/2024,18,2024,Barcelona Metropolitana Nord,10 a 14,1,0.00273224043715847
01/05/2024,18,2024,Barcelona Metropolitana Nord,5 a 9,2,0.001976284584980237
01/05/2024,18,2024,Barcelona Metropolitana Sud,3 i 4,1,0.011235955056179775
01/05/2024,18,2024,Barcelona Metropolitana Sud,50 a 54,1,0.0009074410163339383
01/05/2024,18,2024,Camp de Tarragona,10 a 14,1,0.005847953216374269
01/05/2024,18,2024,Catalunya Central,1 i 2,1,0.004219409282700422
01/05/2024,18,2024,Lleida,5 a 9,1,0.0013850415512465374
01/06/2016,22,2016,Alt Pirineu i Aran,3 i 4,1,0.011904761904761904
01/06/2016,22,2016,Barcelona Ciutat,1 i 2,1,0.006024096385542169
01/06/2016,22,2016,Barcelona Ciutat,10 a 14,1,0.0018018018018018018
01/06/2016,22,2016,Barcelona Ciutat,3 i 4,3,0.005145797598627788
01/06/2016,22,2016,Barcelona Ciutat,40 a 44,1,0.0010845986984815619
01/06/2016,22,2016,Barcelona Ciutat,5 a 9,2,0.00176522506619594
01/06/2016,22,2016,Barcelona Metropolitana Nord,1 i 2,1,0.005208333333333333
01/06/2016,22,2016,Barcelona Metropolitana Nord,3 i 4,2,0.00684931506849315
01/06/2016,22,2016,Barcelona Metropolitana Nord,5 a 9,2,0.0011248593925759281
01/06/2016,22,2016,Barcelona Metropolitana Sud,1 i 2,3,0.00398406374501992
01/06/2016,22,2016,Barcelona Metropolitana Sud,10 a 14,1,0.0017452006980802793
01/06/2016,22,2016,Barcelona Metropolitana Sud,3 i 4,2,0.0038910505836575876
01/06/2016,22,2016,Camp de Tarragona,10 a 14,1,0.00196078431372549
01/06/2016,22,2016,Catalunya Central,5 a 9,1,0.002
01/06/2016,22,2016,Girona,3 i 4,2,0.003125
01/06/2016,22,2016,Girona,5 a 9,1,0.0019646365422396855
01/06/2016,22,2016,Lleida,1 i 2,2,0.005208333333333333
01/06/2016,22,2016,Lleida,3 i 4,1,0.003816793893129771
01/06/2016,22,2016,Lleida,5 a 9,3,0.0032822757111597373
01/06/2016,22,2016,Penedès,5 a 9,1,0.001366120218579235
01/06/2017,22,2017,Barcelona Ciutat,5 a 9,1,0.0026041666666666665
01/06/2017,22,2017,Barcelona Metropolitana Nord,3 i 4,8,0.0033514872224549644
01/06/2017,22,2017,Barcelona Metropolitana Nord,5 a 9,3,0.0012881064834693002
01/06/2017,22,2017,Barcelona Metropolitana Sud,1 i 2,2,0.005333333333333333
01/06/2017,22,2017,Barcelona Metropolitana Sud,10 a 14,1,0.0015408320493066256
01/06/2017,22,2017,Barcelona Metropolitana Sud,3 i 4,1,0.00510204081632653
01/06/2017,22,2017,Barcelona Metropolitana Sud,5 a 9,4,0.001226241569589209
01/06/2017,22,2017,Camp de Tarragona,3 i 4,1,0.007407407407407408
01/06/2017,22,2017,Camp de Tarragona,40 a 44,1,0.0005924170616113745
01/06/2017,22,2017,Catalunya Central,3 i 4,1,0.0035587188612099642
01/06/2017,22,2017,Catalunya Central,5 a 9,1,0.0014947683109118087
01/06/2017,22,2017,Girona,1 i 2,2,0.0045871559633027525
01/06/2017,22,2017,Girona,3 i 4,1,0.002652519893899204
01/06/2017,22,2017,Girona,5 a 9,1,0.0013458950201884253
01/06/2017,22,2017,Lleida,3 i 4,2,0.005319148936170213
01/06/2018,22,2018,Barcelona Ciutat,1 i 2,2,0.00558659217877095
01/06/2018,22,2018,Barcelona Ciutat,3 i 4,1,0.00390625
01/06/2018,22,2018,Barcelona Ciutat,5 a 9,2,0.001893939393939394
01/06/2018,22,2018,Barcelona Metropolitana Nord,1 i 2,1,0.003134796238244514
01/06/2018,22,2018,Barcelona Metropolitana Nord,3 i 4,6,0.004640371229698376
01/06/2018,22,2018,Barcelona Metropolitana Nord,5 a 9,4,0.0018832391713747645
01/06/2018,22,2018,Barcelona Metropolitana Sud,1 i 2,2,0.0034542314335060447
01/06/2018,22,2018,Barcelona Metropolitana Sud,3 i 4,5,0.0044964028776978415
01/06/2018,22,2018,Barcelona Metropolitana Sud,5 a 9,1,0.0013717421124828531
01/06/2018,22,2018,Camp de Tarragona,3 i 4,2,0.004291845493562232
01/06/2018,22,2018,Catalunya Central,1 i 2,1,0.015873015873015872
01/06/2018,22,2018,Catalunya Central,15 a 19,1,0.00234192037470726
01/06/2018,22,2018,Girona,3 i 4,2,0.007352941176470588
01/06/2018,22,2018,Girona,5 a 9,1,0.000687757909215956
01/06/2018,22,2018,Lleida,5 a 9,1,0.0014727540500736377
01/06/2018,22,2018,Penedès,1 i 2,1,0.002127659574468085
01/06/2018,22,2018,Penedès,3 i 4,1,0.0078125
01/06/2018,22,2018,Penedès,5 a 9,2,0.001367053998632946
01/06/2019,22,2019,Barcelona Ciutat,5 a 9,1,0.0017482517482517483
01/06/2019,22,2019,Barcelona Metropolitana Nord,1 i 2,1,0.0028089887640449437
01/06/2019,22,2019,Barcelona Metropolitana Nord,10 a 14,1,0.001375515818431912
01/06/2019,22,2019,Barcelona Metropolitana Nord,3 i 4,2,0.00398406374501992
01/06/2019,22,2019,Barcelona Metropolitana Nord,5 a 9,3,0.0013333333333333333
01/06/2019,22,2019,Barcelona Metropolitana Sud,3 i 4,3,0.0054446460980036296
01/06/2019,22,2019,Barcelona Metropolitana Sud,5 a 9,1,0.002127659574468085
01/06/2019,22,2019,Camp de Tarragona,3 i 4,1,0.0024691358024691358
01/06/2019,22,2019,Camp de Tarragona,5 a 9,1,0.0019646365422396855
01/06/2019,22,2019,Girona,5 a 9,2,0.0010167768174885613
01/06/2019,22,2019,Lleida,3 i 4,1,0.005988023952095809
01/06/2019,22,2019,Penedès,3 i 4,1,0.00411522633744856
01/06/2019,22,2019,Terres de l'Ebre,5 a 9,1,0.0015360983102918587
01/06/2021,22,2021,Barcelona Ciutat,1 i 2,1,0.011764705882352941
01/06/2021,22,2021,Barcelona Metropolitana Nord,1 i 2,1,0.004081632653061225
01/06/2021,22,2021,Barcelona Metropolitana Nord,5 a 9,1,0.0016025641025641025
01/06/2021,22,2021,Barcelona Metropolitana Sud,1 i 2,1,0.004
01/06/2021,22,2021,Barcelona Metropolitana Sud,5 a 9,1,0.0016666666666666668
01/06/2021,22,2021,Girona,5 a 9,1,0.0011148272017837235
01/06/2021,22,2021,Lleida,10 a 14,1,0.004098360655737705
01/06/2022,22,2022,Barcelona Ciutat,1 i 2,2,0.006172839506172839
01/06/2022,22,2022,Barcelona Ciutat,5 a 9,2,0.002793296089385475
01/06/2022,22,2022,Barcelona Metropolitana Nord,1 i 2,1,0.002824858757062147
01/06/2022,22,2022,Barcelona Metropolitana Nord,5 a 9,1,0.0010869565217391304
01/06/2022,22,2022,Barcelona Metropolitana Sud,5 a 9,1,0.0014245014245014246
01/06/2022,22,2022,Camp de Tarragona,3 i 4,1,0.0037313432835820895
01/06/2022,22,2022,Camp de Tarragona,5 a 9,1,0.002336448598130841
01/06/2022,22,2022,Girona,3 i 4,1,0.0030581039755351682
01/06/2022,22,2022,Lleida,3 i 4,1,0.004484304932735426
01/06/2022,22,2022,Lleida,5 a 9,1,0.0015105740181268882
01/06/2023,22,2023,Alt Pirineu i Aran,30 a 34,2,0.0060790273556231
01/06/2023,22,2023,Barcelona Ciutat,1 i 2,3,0.0069124423963133645
01/06/2023,22,2023,Barcelona Ciutat,10 a 14,1,0.0014326647564469914
01/06/2023,22,2023,Barcelona Ciutat,25 a 29,1,0.0007892659826361484
01/06/2023,22,2023,Barcelona Ciutat,3 i 4,2,0.0056022408963585435
01/06/2023,22,2023,Barcelona Ciutat,5 a 9,4,0.0019277108433734939
01/06/2023,22,2023,Barcelona Metropolitana Nord,1 i 2,3,0.004518072289156626
01/06/2023,22,2023,Barcelona Metropolitana Nord,25 a 29,1,0.0018050541516245488
01/06/2023,22,2023,Barcelona Metropolitana Nord,3 i 4,10,0.005216484089723527
01/06/2023,22,2023,Barcelona Metropolitana Nord,5 a 9,3,0.0013711151736745886
01/06/2023,22,2023,Barcelona Metropolitana Sud,1 i 2,1,0.003787878787878788
01/06/2023,22,2023,Barcelona Metropolitana Sud,10 a 14,2,0.001026694045174538
01/06/2023,22,2023,Barcelona Metropolitana Sud,3 i 4,2,0.003424657534246575
01/06/2023,22,2023,Barcelona Metropolitana Sud,35 a 39,1,0.002849002849002849
01/06/2023,22,2023,Barcelona Metropolitana Sud,5 a 9,2,0.0012944983818770227
01/06/2023,22,2023,Camp de Tarragona,1 i 2,3,0.006048387096774193
01/06/2023,22,2023,Camp de Tarragona,3 i 4,3,0.004103967168262654
01/06/2023,22,2023,Camp de Tarragona,5 a 9,2,0.0034782608695652175
01/06/2023,22,2023,Catalunya Central,1 i 2,3,0.009287925696594427
01/06/2023,22,2023,Catalunya Central,10 a 14,1,0.011363636363636364
01/06/2023,22,2023,Catalunya Central,3 i 4,1,0.004201680672268907
01/06/2023,22,2023,Catalunya Central,5 a 9,1,0.0030211480362537764
01/06/2023,22,2023,Girona,1 i 2,1,0.004761904761904762
01/06/2023,22,2023,Girona,3 i 4,4,0.003511852502194908
01/06/2023,22,2023,Girona,5 a 9,1,0.0006816632583503749
01/06/2023,22,2023,Lleida,3 i 4,1,0.009174311926605505
01/06/2023,22,2023,Lleida,5 a 9,2,0.0024875621890547263
01/06/2023,22,2023,Penedès,3 i 4,3,0.005870841487279843
01/06/2023,22,2023,Penedès,5 a 9,1,0.0016155088852988692
01/06/2024,22,2024,Barcelona Ciutat,40 a 44,1,0.000835421888053467
01/06/2024,22,2024,Barcelona Metropolitana Nord,10 a 14,1,0.000975609756097561
01/06/2024,22,2024,Barcelona Metropolitana Nord,3 i 4,1,0.00390625
01/06/2024,22,2024,Barcelona Metropolitana Nord,5 a 9,1,0.002061855670103093
01/06/2024,22,2024,Barcelona Metropolitana Sud,10 a 14,1,0.0016611295681063123
01/06/2024,22,2024,Camp de Tarragona,1 i 2,1,0.00980392156862745
01/06/2024,22,2024,Camp de Tarragona,3 i 4,2,0.004149377593360996
01/06/2024,22,2024,Camp de Tarragona,5 a 9,1,0.0014858841010401188
01/06/2024,22,2024,Girona,3 i 4,1,0.0078125
01/06/2024,22,2024,Lleida,1 i 2,1,0.004739336492890996
01/06/2024,22,2024,No disponible,15 a 19,1,inf
01/06/2024,22,2024,Penedès,1 i 2,1,0.007518796992481203
01/06/2024,22,2024,Penedès,3 i 4,1,0.0035714285714285713
01/06/2024,22,2024,Penedès,5 a 9,1,0.001949317738791423
01/06/2024,22,2024,Terres de l'Ebre,3 i 4,2,0.0057306590257879654
01/07/2016,26,2016,Barcelona Ciutat,3 i 4,1,0.006060606060606061
01/07/2016,26,2016,Barcelona Ciutat,5 a 9,1,0.0024154589371980675
01/07/2016,26,2016,Barcelona Metropolitana Nord,1 i 2,1,0.002512562814070352
01/07/2016,26,2016,Barcelona Metropolitana Nord,15 a 19,1,0.002680965147453083
01/07/2016,26,2016,Barcelona Metropolitana Nord,3 i 4,3,0.002938295788442703
01/07/2016,26,2016,Barcelona Metropolitana Nord,5 a 9,1,0.0014858841010401188
01/07/2016,26,2016,Barcelona Metropolitana Sud,1 i 2,5,0.004038772213247173
01/07/2016,26,2016,Barcelona Metropolitana Sud,5 a 9,2,0.0023391812865497076
01/07/2016,26,2016,Camp de Tarragona,1 i 2,1,0.003875968992248062
01/07/2016,26,2016,Camp de Tarragona,5 a 9,1,0.0019267822736030828
01/07/2016,26,2016,Catalunya Central,0,1,0.017241379310344827
01/07/2016,26,2016,Catalunya Central,3 i 4,1,0.005025125628140704
01/07/2016,26,2016,Girona,1 i 2,1,0.0026666666666666666
01/07/2016,26,2016,Girona,3 i 4,1,0.006134969325153374
01/07/2016,26,2016,Girona,5 a 9,1,0.0009950248756218905
01/07/2016,26,2016,No disponible,5 a 9,1,inf
01/07/2016,26,2016,Penedès,3 i 4,1,0.004098360655737705
01/07/2016,26,2016,Terres de l'Ebre,1 i 2,1,0.004347826086956522
01/07/2017,26,2017,Barcelona Metropolitana Nord,1 i 2,3,0.0030272452068617556
01/07/2017,26,2017,Barcelona Metropolitana Nord,50 a 54,1,0.0023584905660377358
01/07/2017,26,2017,Girona,3 i 4,1,0.0018181818181818182
01/07/2019,27,2019,Barcelona Ciutat,1 i 2,2,0.005154639175257732
01/07/2019,27,2019,Barcelona Ciutat,3 i 4,1,0.004629629629629629
01/07/2019,27,2019,Barcelona Ciutat,5 a 9,1,0.001567398119122257
01/07/2019,27,2019,Barcelona Metropolitana Nord,1 i 2,5,0.004456327985739751
01/07/2019,27,2019,Barcelona Metropolitana Nord,3 i 4,6,0.0035190615835777126
01/07/2019,27,2019,Barcelona Metropolitana Nord,5 a 9,1,0.0019157088122605363
01/07/2019,27,2019,Barcelona Metropolitana Sud,3 i 4,3,0.004178272980501393
01/07/2019,27,2019,Barcelona Metropolitana Sud,5 a 9,1,0.002398081534772182
01/07/2019,27,2019,Camp de Tarragona,1 i 2,1,0.003861003861003861
01/07/2019,27,2019,Camp de Tarragona,3 i 4,1,0.0053475935828877
01/07/2019,27,2019,Camp de Tarragona,5 a 9,2,0.0043859649122807015
01/07/2019,27,2019,Catalunya Central,1 i 2,2,0.0047169811320754715
01/07/2019,27,2019,Catalunya Central,3 i 4,1,0.005291005291005291
01/07/2019,27,2019,Catalunya Central,5 a 9,1,0.0012674271229404308
01/07/2019,27,2019,Girona,5 a 9,1,0.00267379679144385
01/07/2019,27,2019,Lleida,10 a 14,1,0.0011507479861910242
01/07/2019,27,2019,Lleida,3 i 4,1,0.006993006993006993
01/07/2019,27,2019,Penedès,0,1,0.013888888888888888
01/07/2019,27,2019,Penedès,1 i 2,1,0.0038910505836575876
01/07/2021,26,2021,Barcelona Metropolitana Nord,1 i 2,1,0.0070921985815602835
01/07/2021,26,2021,Camp de Tarragona,1 i 2,1,0.006289308176100629
01/07/2021,26,2021,Catalunya Central,3 i 4,1,0.007407407407407408
01/07/2021,26,2021,Penedès,20 a 24,1,0.0022522522522522522
01/07/2022,26,2022,Barcelona Ciutat,5 a 9,1,0.0015625
01/07/2022,26,2022,Barcelona Metropolitana Nord,3 i 4,1,0.0035211267605633804
01/07/2022,26,2022,Barcelona Metropolitana Sud,50 a 54,1,0.0007656967840735069
01/07/2023,26,2023,Barcelona Ciutat,3 i 4,1,0.006802721088435374
01/07/2023,26,2023,Barcelona Ciutat,35 a 39,1,0.0008787346221441124
01/07/2023,26,2023,Barcelona Metropolitana Nord,3 i 4,1,0.009259259259259259
01/07/2023,26,2023,Barcelona Metropolitana Nord,35 a 39,2,0.0011813349084465446
01/07/2023,26,2023,Barcelona Metropolitana Nord,45 a 49,1,0.0006357279084551812
01/07/2023,26,2023,Barcelona Metropolitana Sud,5 a 9,1,0.001949317738791423
01/07/2023,26,2023,Camp de Tarragona,1 i 2,1,0.00909090909090909
01/07/2023,26,2023,Lleida,1 i 2,1,0.009708737864077669
01/07/2024,27,2024,Alt Pirineu i Aran,20 a 24,1,0.006134969325153374
01/07/2024,27,2024,Barcelona Ciutat,1 i 2,1,0.005405405405405406
01/07/2024,27,2024,Barcelona Ciutat,15 a 19,2,0.0023837902264600714
01/07/2024,27,2024,Barcelona Ciutat,3 i 4,3,0.006072874493927126
01/07/2024,27,2024,Barcelona Ciutat,40 a 44,1,0.0008183306055646482
01/07/2024,27,2024,Barcelona Metropolitana Nord,1 i 2,2,0.006802721088435374
01/07/2024,27,2024,Barcelona Metropolitana Nord,10 a 14,1,0.0009132420091324201
01/07/2024,27,2024,Barcelona Metropolitana Nord,3 i 4,2,0.0056179775280898875
01/07/2024,27,2024,Barcelona Metropolitana Nord,5 a 9,2,0.0014367816091954023
01/07/2024,27,2024,Barcelona Metropolitana Sud,10 a 14,1,0.0013568521031207597
01/07/2024,27,2024,Barcelona Metropolitana Sud,3 i 4,1,0.003389830508474576
01/07/2024,27,2024,Camp de Tarragona,5 a 9,2,0.0013966480446927375
01/07/2024,27,2024,Catalunya Central,5 a 9,2,0.002751031636863824
01/07/2024,27,2024,Girona,1 i 2,3,0.007712082262210797
01/07/2024,27,2024,Girona,10 a 14,2,0.0029239766081871343
01/07/2024,27,2024,Girona,3 i 4,1,0.002967359050445104
01/07/2024,27,2024,Girona,5 a 9,2,0.0008892841262783459
01/07/2024,27,2024,Lleida,1 i 2,3,0.007712082262210797
01/07/2024,27,2024,Penedès,3 i 4,1,0.0023923444976076554
01/08/2016,31,2016,Barcelona Ciutat,1 i 2,1,0.006896551724137931
